S.no,tld,LE,BL,DP,LP,CCP,IPP,ACR,WBY,TLDs Reg,TLDs Reg32,TLDs Free32,SG,CO,CPC,SDE,Traffic,Valuation,Bids
1,com,6,2,0,0,0,0,1,2014,1,1,31,0,0,0,0,84,0,3
2,com,6,875128,164,1442,128,154,30,2016,1,1,31,0,0,0,0,0,1329,11
3,com,17,0,0,0,0,0,1,2017,1,1,31,0,0,0,0,7,1284,3
4,com,6,109,6,6,4,4,61,2005,1,1,31,0,0,0,0,33,0,1
5,com,7,0,0,0,0,0,30,1999,9,7,25,0,0,0,0,31,2951,39
6,com,12,0,0,0,0,0,1,2015,2,2,30,0,0,0,0,0,1519,1
7,com,17,10744,372,1777,302,346,746,2001,2,1,31,480,0,0,10,0,1022,58
8,com,8,299,16,62,17,17,96,1999,8,7,25,720,3,0.05,20,17,3188,40
9,org,17,91,12,335,10,10,50,2009,4,4,28,0,0,0,0,487,121,4
10,com,12,0,0,0,0,0,8,2012,4,4,28,1300,62,12.14,10,4,2386,16
11,com,10,0,0,0,0,0,27,2002,5,5,27,480,3,0.23,10,0,2902,12
12,com,19,0,0,0,0,0,17,2009,3,3,29,0,0,0,0,2,1870,4
13,com,7,0,0,0,0,0,41,2017,2,2,30,0,0,0,0,0,1239,1
14,net,13,142,3,7,3,3,103,2012,3,2,30,210,46,1.6,10,0,362,1
15,com,7,2341,97,170,78,81,200,2011,1,1,31,0,0,0,0,0,1177,11
16,com,7,0,0,0,0,0,1,2017,1,1,31,0,0,0,0,70,1051,1
17,com,12,0,0,0,0,0,3,2016,1,1,31,0,0,0,0,13,620,1
18,com,7,2,1,1,1,1,4,2013,1,1,31,0,0,0,0,54,767,1
19,com,6,0,1,1,1,1,2,2016,1,1,31,0,0,0,0,7,0,2
20,com,5,269,0,0,0,0,5,2011,1,1,31,0,0,0,0,0,891,3
21,org,10,124,19,30,17,17,150,2017,3,3,29,1900,20,0.77,10,24,837,1
22,com,9,2330,3,3,3,3,25,2013,1,1,31,10,10,0.36,0,0,1166,1
23,com,5,0,0,0,0,0,21,2004,9,8,24,0,0,0,0,37,3715,5
24,com,6,0,4,4,1,2,2,2015,1,1,31,0,0,0,0,7,554,2
25,com,17,23,0,0,0,0,25,2014,5,5,27,10,0,0,0,0,2131,1
26,com,8,0,0,0,0,0,1,2017,1,1,31,0,0,0,0,109,0,1
27,com,8,1,0,0,0,0,15,2014,1,1,31,0,0,0,0,13,0,4
28,com,20,0,0,0,0,0,3,2013,1,1,31,0,0,0,0,15,959,1
29,com,10,8,0,0,0,0,43,2014,1,1,31,0,0,0,0,2,432,1
30,com,13,0,0,0,0,0,10,2015,1,1,31,0,0,0,0,0,496,1
31,com,19,3,0,0,0,0,5,2015,2,2,30,70,9,3.87,0,0,966,1
32,net,9,163726,229,31751,193,209,207,2008,2,2,30,0,0,0,0,0,193,9
33,com,8,5,3,3,3,3,28,2013,1,1,31,0,0,0,0,54,1313,1
34,com,10,392671,133,5292,95,113,0,2015,1,1,31,0,0,0,0,0,0,5
35,com,6,1382,12,21,10,10,134,1999,1,1,31,368000,3,0.46,8100,11,1081,3
36,org,15,0,0,0,0,0,13,2017,9,8,24,1000,27,0.98,20,2,1050,1
37,com,6,22,0,0,0,0,12,2017,2,2,30,0,0,0,0,2,0,1
38,com,16,9305,137,428,128,145,127,2010,1,1,31,0,0,0,0,0,516,10
39,com,5,683,7,75,5,5,93,2003,2,2,30,0,0,0,0,15,1202,1
40,com,13,56,9,13,13,8,19,2011,3,2,30,0,0,0,0,0,0,1
41,com,8,1954,0,0,0,0,11,2015,1,1,31,0,0,0,0,0,1141,1
42,com,8,0,0,0,0,0,29,2013,2,2,30,320,90,3.11,10,0,1840,1
43,org,6,1,0,0,0,0,2,2017,4,4,28,0,0,0,0,7,925,1
44,com,22,1,0,0,0,0,1,2016,1,1,31,2900,52,1.52,10,2,385,1
45,com,7,3686,6,601,8,8,57,2009,1,1,31,0,0,0,0,4,1212,2
46,com,13,4,0,0,0,0,19,2012,1,1,31,20,5,0,0,0,312,1
47,com,13,0,0,0,0,0,0,2014,1,1,31,0,0,0,0,0,1045,1
48,com,10,0,0,0,0,0,12,2007,5,3,29,0,0,0,0,0,2127,1
49,com,10,241,6,1377,4,4,40,2013,2,2,30,0,0,0,0,124,1186,1
50,com,5,138,3,6,2,2,56,2017,1,1,31,0,0,0,0,2,602,1
51,com,20,4065,26,162,25,25,255,2000,1,1,31,0,0,0,0,0,308,5
52,com,15,0,0,0,0,0,12,2016,2,2,30,40,22,0.81,0,7,1216,1
53,com,15,1750,62,85,47,50,171,2005,1,1,31,0,0,0,0,0,761,2
54,com,6,2,0,0,0,0,65,2010,13,11,21,0,0,0,0,30,3406,32
55,com,14,451,30,124,28,30,220,2011,1,1,31,1600,12,0.43,30,0,708,2
56,com,29,374,0,0,0,0,9,2016,1,1,31,0,0,0,0,0,164,1
57,org,14,3880,62,437,55,61,114,2006,3,3,29,110,3,0.04,10,28,858,10
58,com,5,0,0,0,0,0,0,2015,1,1,31,0,0,0,0,5,583,2
59,com,5,33,5,8,5,6,14,2015,1,1,31,0,0,0,0,41,826,1
60,org,4,0,0,0,0,0,5,2017,21,14,18,0,0,0,0,0,1201,1
61,net,9,3,0,0,0,0,74,2015,25,14,18,33100,4,0.17,590,0,1626,1
62,com,11,10158,41,816,38,42,37,2012,1,1,31,0,0,0,0,22,808,1
63,com,6,12,0,0,0,0,12,2017,1,1,31,0,0,0,0,0,0,1
64,com,5,29,14,14,4,13,5,2015,2,2,30,0,0,0,0,0,1037,25
65,com,16,3,2,2,2,2,49,2013,3,3,29,10,5,0,0,0,1497,1
66,com,11,9,0,0,0,0,7,2014,1,1,31,0,0,0,0,58,890,1
67,com,10,32,4,4,4,4,92,2013,1,1,31,390,76,2.16,10,9,623,1
68,com,18,2,0,0,0,0,20,2017,1,1,31,110,5,5.63,10,17,786,1
69,com,7,1,0,0,0,0,30,2005,3,4,28,0,0,0,0,30,1731,1
70,org,12,0,0,0,0,0,16,2017,4,3,29,880,11,0.57,10,11,931,1
71,com,5,0,0,0,0,0,10,2016,1,1,31,0,0,0,0,2,622,1
72,com,13,0,0,0,0,0,42,2005,5,2,30,2400,12,0.41,10,0,0,1
73,com,7,1,0,0,0,0,27,2014,1,1,31,0,0,0,0,0,0,1
74,com,21,0,0,0,0,0,1,2013,1,1,31,0,0,0,0,0,0,1
75,com,7,0,0,0,0,0,30,2015,14,12,20,20,1,0.02,0,0,0,5
76,com,11,1346,65,1736,29,34,179,2005,2,1,31,0,0,0,0,0,0,1
77,com,12,0,0,0,0,0,3,2017,1,2,30,50,22,0.49,0,7,1056,1
78,com,6,8,0,0,0,0,1,2014,2,1,31,0,0,0,0,0,0,2
79,org,5,637,17,116,16,16,51,2009,2,2,30,0,0,0,0,0,683,1
80,com,12,78,3,14,4,4,17,2017,1,1,31,0,0,0,0,0,605,1
81,com,13,448,0,0,0,0,21,2013,1,1,31,0,0,0,0,0,0,1
82,com,8,481320,1,2,1,1,9,2017,1,1,31,70,0,0,0,33,1221,4
83,com,12,0,0,0,0,0,1,2016,1,1,31,0,0,0,0,7,664,2
84,com,13,0,0,0,0,0,1,2017,2,3,29,20,0,0,0,2,349,1
85,com,5,2,1,1,1,1,15,2004,4,3,29,390,1,0.02,0,0,0,1
86,com,14,28,1,1,1,1,39,2016,1,1,31,0,0,0,0,4,1134,1
87,com,5,2,0,0,0,0,15,2016,1,1,31,0,0,0,0,0,956,3
88,com,15,343,13,18,12,12,51,2017,1,1,31,0,0,0,0,74,475,2
89,net,8,10754,169,1403,167,172,5,2016,11,7,25,673000,29,0.13,3600,0,794,21
90,com,5,51,2,2,2,2,31,2011,12,6,26,0,0,0,0,0,4102,8
91,com,15,0,0,0,0,0,7,2014,1,1,31,170,10,0.74,10,0,1129,1
92,com,19,18543,119,1403,124,128,104,2011,1,1,31,0,0,0,0,1121,397,3
93,com,12,1,0,0,0,0,12,2010,1,1,31,10,14,0,0,13,703,1
94,org,23,1464,65,186,59,61,136,2002,4,4,28,0,0,0,0,0,30,21
95,com,25,0,0,0,0,0,0,2016,1,1,31,0,0,0,0,4,481,1
96,com,17,45,0,0,0,0,9,2015,1,1,31,40,1,0,0,65,718,2
97,com,4,3055,660,9286,13,20,94,2008,3,2,30,0,0,0,0,0,1049,16
98,com,9,137,1,1,1,1,82,1999,5,5,27,27100,1,0.26,1000,20,1821,1
99,net,27,217,3,47,3,3,22,2013,2,2,30,10,0,0,0,56,37,1
100,com,14,0,0,0,0,0,7,2010,1,1,31,0,0,0,0,2,723,1
101,com,7,800,46,428,42,42,412,1998,2,2,30,30,21,0,0,24,1749,5
102,org,16,0,0,0,0,0,6,2015,1,1,31,0,0,0,0,7,339,1
103,com,18,401,20,155,20,20,118,2003,3,3,29,90,57,9.32,0,0,1173,2
104,com,9,297,2,194,2,2,41,2017,1,1,31,0,0,0,0,0,524,1
105,com,12,0,0,0,0,0,18,2016,1,1,31,0,0,0,0,7,1007,1
106,com,8,0,0,0,0,0,1,2017,1,1,31,0,0,0,0,52,1036,2
107,net,4,26,10,18,5,10,10,2015,12,6,26,6120000,73,0.37,368000,0,419,1
108,com,10,2664,32,19788,34,34,51,2013,1,1,31,390,0,0.96,50,453,1321,1
109,com,11,141,3,4,3,3,102,2017,1,1,31,0,0,0,0,46,881,1
110,com,11,0,0,0,0,0,1,2017,1,1,31,0,0,0,0,74,806,1
111,com,12,223,1,73,1,1,69,2012,1,1,31,0,0,0,0,4,628,1
112,net,12,8480,61,3518,45,49,501,2014,3,3,29,0,0,0,0,0,71,3
113,com,12,17,0,0,0,0,6,2016,1,1,31,0,0,0,0,282,871,2
114,org,4,4,1,1,1,1,45,2017,19,14,18,0,0,0,0,9,663,1
115,org,14,133,25,30,22,23,49,2011,1,1,31,0,0,0,0,0,468,7
116,net,12,304,12,15,10,10,118,2000,2,2,30,170,23,3.65,10,0,357,1
117,com,8,0,0,0,0,0,2,2017,1,1,31,0,0,0,0,4,1377,1
118,com,6,0,0,0,0,0,11,2017,1,1,31,0,0,0,0,0,768,1
119,com,10,0,0,0,0,0,1,2011,1,1,31,10,64,0,0,4,1231,1
120,com,11,0,0,0,0,0,1,2017,1,1,31,0,0,0,0,2,489,2
121,com,10,11172,12,43,13,13,134,2008,1,1,31,0,0,0,0,0,450,1
122,org,4,0,0,0,0,0,19,2017,21,12,20,0,0,0,0,15,842,1
123,com,9,30,2,4,3,3,20,2017,1,1,31,0,0,0,0,7,549,1
124,com,16,0,0,0,0,0,15,2016,1,1,31,0,0,0,0,4,530,1
125,com,9,1,1,1,1,1,52,2013,1,1,31,0,0,0,0,150,1162,1
126,com,8,1,0,0,0,0,32,2003,6,5,27,390,3,1.1,10,0,0,1
127,com,23,0,0,0,0,0,8,2004,1,1,31,0,0,0,10,0,0,1
128,com,13,2750,20,39,22,20,42,2011,1,1,31,20,43,0.16,0,0,0,2
129,net,6,1,0,0,0,0,14,2004,36,24,8,22200,4,2.65,140,2,1947,10
130,com,11,4,0,0,0,0,9,2001,2,2,30,0,0,0,0,0,0,1
131,com,6,21,3,5,3,3,94,2017,1,1,31,0,0,0,0,9,0,1
132,com,19,13,0,0,0,0,14,2016,1,1,31,0,0,0,0,135,166,1
133,com,8,0,0,0,0,0,0,2003,3,3,29,10,0,0,0,0,2225,9
134,com,7,15,2,4,2,2,72,2014,7,6,26,55600000,3,0.11,5000000,9,2497,1
135,com,10,710249,18,7701,12,17,7,2016,1,1,31,0,0,0,0,33,401,9
136,com,13,13898,35,68,35,36,166,2015,3,2,30,0,0,0,0,0,519,6
137,com,6,5787,1,1,1,1,24,2017,1,1,31,0,0,0,0,0,0,1
138,com,6,1,1,1,1,1,26,2009,7,3,29,0,0,0,0,39,2046,2
139,com,13,0,0,0,0,0,1,2017,1,1,31,0,0,0,0,13,1007,2
140,com,9,0,0,0,0,0,1,2017,1,1,31,0,0,0,0,4,678,1
141,org,4,170,9,26,4,4,67,2011,13,9,23,0,0,0,0,17,779,1
142,com,9,308,0,0,0,0,36,2013,1,1,31,0,0,0,0,60,555,1
143,net,9,0,0,0,0,0,0,2008,6,4,28,0,0,0,0,0,447,1
144,com,9,68,0,0,0,0,44,2014,7,6,26,20,0,0,0,9,2684,1
145,com,10,0,0,0,0,0,0,2016,1,1,31,0,0,0,0,4,416,1
146,com,12,0,0,0,0,0,0,2011,1,2,30,27100,1,1.34,320,0,1368,1
147,com,6,3733165,0,0,0,0,1,2017,1,1,31,0,0,0,0,0,1074,4
148,com,10,956,14,18,15,15,535,2004,1,1,31,0,0,0,0,0,423,5
149,com,25,8,1,1,1,1,12,2017,1,1,31,0,0,0,0,76,405,1
150,com,16,918,29,272,25,25,167,2000,4,4,28,3600,6,0.95,10,0,1994,15
151,com,8,2,0,0,0,0,67,2016,1,1,31,0,0,0,0,1,0,1
152,com,15,929872,327,9259,167,234,3,2017,1,1,31,0,0,0,0,0,1210,1
153,com,16,658,35,109,32,34,104,2007,1,1,31,10,49,1.1,0,0,1174,1
154,net,12,7,1,1,1,1,72,2002,38,15,17,135000,25,6.02,880,20,1283,1
155,org,13,16,0,0,0,0,15,2011,2,2,30,0,0,0,0,20,674,2
156,com,12,53,2,9,2,2,47,2011,1,1,31,0,0,0,0,74,533,1
157,com,24,1,0,0,0,0,7,2016,1,1,31,0,0,0,0,37,541,2
158,com,9,0,0,0,0,0,0,2016,1,1,31,0,0,0,0,20,1017,1
159,com,20,38,2,3,2,2,1,2016,1,1,31,0,0,0,0,0,58,1
160,com,16,0,0,0,0,0,16,2016,2,2,30,0,0,0,0,2,1475,1
161,com,6,0,0,0,0,0,1,2015,1,1,31,0,0,0,0,2,0,1
162,com,5,3908,679,6044,46,671,43,2014,2,2,30,0,0,0,0,71,467,1
163,com,12,21,0,0,0,0,17,2015,2,1,31,170,27,0.48,0,26,395,1
164,com,18,0,0,0,0,0,1,2017,2,2,30,22200,0,1.82,10,100,382,1
165,com,11,0,0,0,0,0,12,1998,5,5,27,90,2,0,0,22,2399,11
166,com,15,75,0,0,0,0,54,2009,3,3,29,320,1,0,10,4,1503,5
167,com,17,139,1,1,1,1,10,2016,2,2,30,40,80,1.01,0,6,981,1
168,net,10,109,2,2,2,2,49,2017,2,2,30,720,57,9.67,10,4,273,1
169,com,5,0,0,0,0,0,25,2011,23,19,13,0,0,0,0,15,3856,14
170,com,8,0,0,0,0,0,0,2011,1,1,31,0,0,0,0,4,1101,1
171,com,27,10,0,0,0,0,5,2016,2,2,30,0,0,0,0,37,827,2
172,com,12,1,0,0,0,0,1,2017,1,1,31,0,0,0,0,0,1041,1
173,com,13,0,0,0,0,0,1,2017,3,2,30,0,0,0,0,2,2044,3
174,com,11,870,1,5,1,1,39,2017,1,1,31,0,0,0,0,11,1138,1
175,com,10,0,1,1,1,1,66,2007,1,2,30,0,0,0,0,2,935,1
176,com,13,459,4,8,4,4,43,2001,1,1,31,110,6,0,10,9,855,1
177,com,5,0,0,0,0,0,1,2014,1,1,31,0,0,0,0,0,1004,34
178,com,18,955,49,285,46,55,48,2014,1,1,31,170,1,0,10,9,617,5
179,com,19,46,4,19,4,4,10,2015,1,1,31,0,0,0,0,0,425,1
180,com,13,31,0,0,0,0,143,2007,35,19,13,880,4,0.22,10,39,6760,40
181,com,16,2,0,0,0,0,116,1997,2,2,30,40,6,0,0,15,2908,24
182,com,10,0,0,0,0,0,2,2016,1,1,31,0,0,0,0,4,0,1
183,com,7,0,0,0,0,0,0,2017,1,1,31,0,0,0,0,0,0,2
184,com,10,0,2,2,2,2,22,2017,1,1,31,0,0,0,0,41,398,1
185,com,4,9,0,0,0,0,19,2007,4,2,30,0,0,0,0,0,0,3
186,com,4,2,0,0,0,0,90,2004,4,3,29,8100,1,0.02,170,0,0,5
187,com,4,5673,19,131,28,14,86,2004,5,2,30,70,1,0,0,0,0,3
188,com,4,4,0,0,0,0,16,2007,2,3,29,0,0,0,0,0,0,3
189,com,4,4,0,0,0,0,117,2003,8,7,25,590,0,0,10,0,0,7
190,com,4,0,0,0,0,0,12,2007,2,2,30,10,0,0,90,0,0,3
191,com,6,5,4,4,0,3,66,2006,6,5,27,590,2,0.64,50,0,0,1
192,com,15,0,0,0,0,0,67,2017,1,1,31,390,13,3.11,20,0,0,1
193,com,4,0,0,0,0,0,10,2006,6,5,27,30,0,0,0,0,0,1
194,com,4,0,0,0,0,0,13,2007,3,1,31,0,0,0,0,0,0,3
195,com,4,1,0,0,0,0,19,2005,4,2,30,0,0,0,0,0,0,3
196,com,4,0,0,0,0,0,9,2006,18,7,25,210,0,0,10,0,0,3
197,com,4,0,0,0,0,0,39,2007,4,2,30,0,0,0,0,0,0,3
198,com,4,1,0,0,0,0,16,2009,1,1,31,22200,0,0.1,0,0,0,3
199,com,4,1,0,0,0,0,24,2009,6,3,29,210,1,0,10,0,0,3
200,com,4,33,1,1,0,1,13,2008,3,3,29,10,0,0,40,0,0,2
201,com,4,0,0,0,0,0,14,2007,3,2,30,0,0,0,0,0,0,3
202,com,4,0,0,0,0,0,33,2002,10,3,29,40,0,0,0,0,0,5
203,com,4,1,0,0,0,0,27,2004,2,2,30,480,0,0,10,0,0,4
204,com,4,0,0,0,0,0,21,2009,2,1,31,30,1,0,0,0,0,3
205,com,4,0,0,0,0,0,14,2007,3,2,30,0,0,0,0,0,0,2
206,com,4,4,0,0,0,0,14,2008,3,4,28,20,0,0,0,0,0,3
207,com,4,0,0,0,0,0,19,2002,3,2,30,5000000,0,0.17,74000,0,0,3
208,com,4,0,0,0,0,0,13,2007,2,2,30,0,0,0,0,0,0,3
209,com,4,1,0,0,0,0,11,2007,1,2,30,10,0,0,10,0,0,3
210,com,4,1,0,0,0,0,10,2007,2,2,30,0,0,0,0,0,0,3
211,com,4,0,0,0,0,0,13,2007,3,3,29,0,0,0,0,0,0,3
212,com,4,3,0,0,0,0,14,2007,2,2,30,0,0,0,0,0,0,3
213,com,4,0,0,0,0,0,15,2007,4,3,29,0,0,0,0,0,0,3
214,com,4,0,0,0,0,0,14,2007,1,1,31,0,0,0,0,0,0,3
215,com,4,0,1,2,0,1,12,2007,4,4,28,0,0,0,0,0,0,3
216,com,4,1,0,0,0,0,29,2006,4,4,28,210,0,0,10,0,0,3
217,com,4,1,0,0,0,0,13,2007,2,2,30,0,0,0,0,0,0,3
218,com,4,0,0,0,0,0,12,2007,3,2,30,0,0,0,0,0,0,3
219,com,4,3,0,0,0,0,15,2007,1,2,30,33100,11,0.46,1300,0,0,3
220,com,4,0,0,0,0,0,13,2007,2,2,30,50,0,0,260,0,0,3
221,com,4,64,4,27,3,3,31,2007,5,4,28,0,0,0,0,0,0,3
222,com,4,16,0,0,0,0,12,2007,3,2,30,10,3,0,0,0,0,2
223,com,4,0,0,0,0,0,15,2007,1,1,31,0,0,0,0,0,0,3
224,com,4,1,0,0,0,0,11,2007,4,3,29,70,0,0,0,0,0,2
225,com,4,0,0,0,0,0,14,2007,3,3,29,40,0,0,0,0,0,4
226,com,4,1,0,0,0,0,11,2007,2,2,30,70,0,0,0,0,0,3
227,com,4,0,0,0,0,0,11,2007,1,2,30,10,0,0,40,0,0,3
228,com,4,1,0,0,0,0,11,2007,2,2,30,0,0,0,0,0,0,3
229,com,4,0,0,0,0,0,10,2007,1,1,31,0,0,0,0,0,0,3
230,com,4,3,0,0,0,0,11,2007,3,2,30,70,0,0,0,0,0,3
231,com,4,0,0,0,0,0,13,2009,2,1,31,0,0,0,0,0,0,3
232,com,4,0,0,0,0,0,12,2007,2,2,30,20,22,0,50,0,0,3
233,com,4,1,1,1,0,1,11,2007,3,3,29,0,0,0,0,0,0,3
234,com,4,0,0,0,0,0,10,2007,2,1,31,70,0,0,0,0,0,3
235,com,4,1,0,0,0,0,11,2007,1,2,30,10,0,0,40,0,0,3
236,net,9,241,13,62,21,13,95,2016,29,18,14,135000,0,0.12,1000,0,0,2
237,com,21,0,0,0,0,0,13,2013,2,2,30,480,20,1.82,10,2,1152,1
238,com,15,0,0,0,0,0,16,2005,2,2,30,40,3,0,0,0,0,5
239,com,8,3,0,0,0,0,1,2016,1,1,31,0,0,0,0,0,0,1
240,com,4,1,0,0,0,0,23,2013,4,3,29,140,0,0,10,0,0,3
241,com,4,13,2,4,1,1,43,2003,5,5,27,110,3,0.29,10,0,0,2
242,com,4,11,2,4,1,1,21,2003,6,5,27,50,0,0,0,0,0,2
243,com,8,1084,4,2272,4,4,45,2016,1,1,31,0,0,0,0,7,837,1
244,com,4,0,0,0,0,0,12,2007,3,1,31,50,0,0,0,0,0,4
245,com,4,38,0,0,0,0,91,2005,4,5,27,20,0,0,0,0,0,2
246,com,4,6,0,0,0,0,111,2000,11,5,27,1300,0,0,20,0,0,22
247,com,4,4,0,0,0,0,28,2001,5,4,28,30,0,0,30,0,0,2
248,com,4,0,0,0,0,0,13,2009,2,1,31,50,0,0,5400,0,0,2
249,com,4,0,0,0,0,0,15,2009,1,2,30,20,1,0,5400,0,0,3
250,com,4,2,0,0,0,0,34,2001,4,4,28,90,0,0,0,0,0,2
251,com,4,0,0,0,0,0,13,2006,4,3,29,10,0,0,0,0,0,3
252,com,4,0,0,0,0,0,16,2009,4,3,29,20,6,0.02,0,0,0,3
253,com,4,2,2,2,0,2,121,2002,15,8,24,260,2,0,0,0,0,8
254,com,4,2,1,1,0,1,12,2009,3,2,30,30,1,0,0,0,0,5
255,com,4,2,0,0,0,0,84,2014,2,3,29,10,0,0,110,0,0,2
256,com,4,3,0,0,0,0,2,2014,1,2,30,140,0,0.31,10,0,0,2
257,com,6,0,0,0,0,0,1,2015,1,1,31,0,0,0,0,0,0,1
258,com,6,0,0,0,0,0,5,2015,2,1,31,27100,0,0.02,20,0,0,1
259,com,6,0,0,0,0,0,0,2017,1,1,31,0,0,0,0,0,437,1
260,net,9,3194,64,192,46,49,211,2007,1,1,31,0,0,0,0,0,60,1
261,com,5,0,0,0,0,0,42,2015,1,1,31,0,0,0,0,0,0,1
262,com,9,0,0,0,0,0,17,2017,1,1,31,0,0,0,0,0,0,1
263,com,9,6547,164,593,155,160,432,2003,5,5,27,50,0,0,0,0,1858,6
264,com,14,8,0,0,0,0,23,2017,1,1,31,0,0,0,0,14,957,1
265,com,18,62,6,12,5,5,54,2011,1,1,31,140,1,0,0,0,800,4
266,com,9,1,1,1,1,1,25,2005,5,5,27,880,2,6.17,10,2,1737,7
267,com,12,0,0,0,0,0,13,2010,1,1,31,0,0,0,0,0,0,2
268,com,15,117,8,8,7,7,141,2017,1,1,31,0,0,0,0,0,1160,1
269,com,10,0,0,0,0,0,29,2007,7,5,27,880,93,1.23,10,13,2389,25
270,com,16,0,0,0,0,0,30,2013,1,1,31,70,0,0,0,9,399,1
271,com,8,0,0,0,0,0,10,2017,1,1,31,0,0,0,0,74,1116,1
272,com,13,232,1,1,1,1,18,2015,1,1,31,0,0,0,0,13249,586,5
273,com,12,22075,57,572,30,31,98,2015,1,1,31,0,0,0,0,65,667,1
274,com,13,0,0,0,0,0,1,2016,1,1,31,0,0,0,0,2,563,1
275,com,10,0,0,0,0,0,1,2017,1,1,31,0,0,0,0,15,825,1
276,com,13,0,0,0,0,0,2,2016,1,1,31,0,0,0,0,74,498,1
277,org,10,910,26,83,18,18,85,2017,2,2,30,1600,52,0.07,10,11,625,3
278,com,16,1716,103,2130,98,116,175,2014,1,1,31,0,0,0,0,0,529,9
279,com,19,0,0,0,0,0,1,2007,1,1,31,0,0,0,0,26,531,1
280,com,8,8,0,0,0,0,5,2017,1,1,31,0,0,0,0,24,1205,1
281,com,14,1,0,0,0,0,15,2016,3,3,29,70,1,0.37,0,9,1118,1
282,com,4,62,1,2,1,1,26,2017,1,1,31,0,0,0,0,9,297,1
283,com,17,0,0,0,0,0,43,2014,1,1,31,50,100,1.1,0,7,1015,1
284,com,25,2216,4,6,4,4,29,2012,1,1,31,0,0,0,0,0,347,20
285,com,12,106479,15,15,15,15,112,2006,3,3,29,0,0,0,0,378,990,4
286,com,10,0,0,0,0,0,19,2009,3,3,29,110,0,0,10,2,1765,4
287,com,6,0,0,0,0,0,1,2015,1,1,31,0,0,0,0,5,0,2
288,com,14,145,3,3,3,3,35,2010,1,1,31,0,0,0,0,30,508,1
289,com,16,0,0,0,0,0,1,2017,1,1,31,0,0,0,0,17,357,2
290,com,8,12,0,0,0,0,31,2004,1,1,31,0,0,0,0,65,1122,2
291,com,14,1,0,0,0,0,14,2006,1,1,31,0,0,0,0,4,259,1
292,com,13,0,0,0,0,0,7,2017,3,3,29,5400,100,0.59,140,9,1363,1
293,com,7,0,0,0,0,0,1,2017,1,1,31,0,0,0,0,30,1196,2
294,com,9,0,0,0,0,0,35,2010,2,2,30,390,2,0,10,0,0,1
295,com,10,0,0,0,0,0,0,2017,1,1,31,0,0,0,0,0,539,1
296,com,10,23,6,8,6,6,95,2007,15,11,21,0,0,0,0,0,3826,14
297,com,4,0,0,0,0,0,15,2013,2,2,30,0,0,0,0,36,804,4
298,com,8,494,10,248,7,8,27,2015,1,1,31,0,0,0,0,0,907,1
299,com,15,0,0,0,0,0,1,2017,1,1,31,0,0,0,0,0,364,1
300,com,8,5,0,0,0,0,26,2004,11,8,24,0,0,0,0,6,2851,2
301,com,9,0,0,0,0,0,0,2016,2,2,30,0,0,0,0,0,1155,2
302,com,10,0,0,0,0,0,10,2014,1,1,31,0,0,0,0,13,764,1
303,com,9,1831,18,104,17,17,107,2005,2,2,30,0,0,0,0,0,1373,7
304,com,5,0,0,0,0,0,35,2010,2,2,30,0,0,0,0,4,1396,2
305,com,12,11,0,0,0,0,5,2017,1,1,31,0,0,0,0,74,1130,2
306,com,11,0,0,0,0,0,23,2015,3,3,29,170,3,0.52,10,4,0,1
307,com,11,0,0,0,0,0,1,2017,1,1,31,0,0,0,0,0,762,1
308,org,5,878,83,190,81,84,219,1999,30,18,14,368000,4,0.6,12100,0,1814,38
309,com,15,0,0,0,0,0,1,2017,1,1,31,0,0,0,0,2,1009,1
310,com,7,0,0,0,0,0,6,2017,1,1,31,3600,30,1.25,20,67,990,1
311,com,10,30,3,5,3,3,69,1999,2,2,30,110,7,0.09,10,30,2025,1
312,com,9,0,0,0,0,0,18,2013,3,2,30,550000,6,0.12,60500,7,1641,1
313,com,5,1570,10,226,11,11,41,2016,1,1,31,0,0,0,0,120,958,1
314,org,15,0,0,0,0,0,5,2011,2,2,30,0,0,0,0,4,143,1
315,com,10,2598,77,142,61,65,301,1998,1,1,31,0,0,0,0,0,694,13
316,com,5,0,0,0,0,0,6,2017,2,2,30,0,0,0,0,0,1376,1
317,com,17,12,0,0,0,0,10,2010,1,1,31,20,6,0,0,30,914,1
318,com,11,4,0,0,0,0,30,2017,1,1,31,0,0,0,0,4,1526,3
319,com,14,0,0,0,0,0,84,1999,1,1,31,0,0,0,0,0,1468,1
320,org,5,49,1,1,1,1,31,2011,11,7,25,30,9,0.18,0,75,1118,1
321,com,4,2,0,0,0,0,35,2006,2,1,31,0,0,0,0,0,392,13
322,com,6,50,0,0,0,0,20,2014,1,1,31,550000,3,0.28,33100,124,1050,3
323,com,7,0,0,0,0,0,0,2016,2,2,30,0,0,0,0,56,1289,2
324,com,4,18,0,0,0,0,28,2012,4,1,31,0,0,0,0,0,630,1
325,com,14,1,0,0,0,0,13,2014,1,1,31,0,0,0,0,13,914,2
326,com,17,6548,13,183,13,13,133,2009,1,1,31,0,0,0,0,20,524,6
327,com,12,482473,92,4504,71,81,21,2016,1,1,31,0,0,0,0,0,908,5
328,net,11,3,0,0,0,0,13,2010,2,2,30,0,0,0,0,4,14,1
329,com,3,21,3,3,1,3,123,1997,87,27,5,14800,8,0.33,110,0,0,2
330,com,14,1,0,0,0,0,12,2009,2,2,30,0,0,0,0,4,1260,1
