S.no,tld,LE,BL,DP,LP,CCP,IPP,ACR,WBY,TLDs Reg,TLDs Reg32,TLDs Free32,SG,CO,CPC,SDE,Traffic,Valuation,Bids
1935,com,16,4919,23,1752,24,25,144,2008,2,2,30,590,1,1.09,10,0,589,2
1936,com,5,2,0,0,0,0,34,1999,7,6,26,260,0,0.12,10,39,0,19
1937,com,13,0,0,0,0,0,9,2011,4,2,30,0,0,0,0,0,0,6
1938,com,9,137,0,0,0,0,68,2011,1,1,31,0,0,0,0,141,1513,1
1939,com,13,0,0,0,0,0,32,2003,4,5,27,20,74,0.42,0,6,0,5
1940,org,8,796,14,664,13,13,41,2016,1,1,31,6600,5,0.25,480,0,0,1
1941,com,10,779,8,17,8,8,167,1996,8,6,26,135000,18,0.6,3600,48,3558,1
1942,com,9,0,0,0,0,0,12,2002,3,3,29,0,0,0,0,5,0,2
1943,net,9,4319,80,2085,61,69,255,2007,4,3,29,0,0,0,0,9,383,1
1944,com,9,4,1,2,1,1,7,2016,1,1,31,0,0,0,0,11,802,1
1945,com,12,0,0,0,0,0,33,1997,8,8,24,260,8,0.46,10,4,5999,51
1946,com,18,0,0,0,0,0,34,2001,4,3,29,4400,2,1.35,90,17,2188,1
1947,com,6,1408,63,657,66,66,182,2011,2,2,30,0,0,0,0,22,1207,1
1948,net,10,1,0,0,0,0,18,2003,95,30,2,18100,21,0.44,480,0,2941,1
1949,com,18,4613,654,6540,254,330,42,2010,1,1,31,10,0,0,0,0,477,1
1950,com,22,0,0,0,0,0,8,2012,1,1,31,0,0,0,0,4,535,1
1951,com,5,169,7,14,7,9,186,2004,10,8,24,0,0,0,0,0,0,2
1952,com,11,29,0,0,0,0,41,2005,11,8,24,1000,11,0.56,20,0,0,6
1953,com,10,0,0,0,0,0,98,1998,45,22,10,135000,2,1.9,1900,0,0,15
1954,com,5,646,2,53,5,2,149,1999,20,14,18,12100,1,1.06,170,0,0,1
1955,com,8,0,0,0,0,0,40,2018,2,2,30,50,0,0,0,0,0,11
1956,com,4,29,0,0,0,0,88,2000,16,11,21,1300,0,0,70,0,0,8
1957,com,13,17514,262,2249,267,234,576,1998,2,2,30,170,1,0,10,0,0,3
1958,com,16,1,0,0,0,0,64,2004,8,7,25,320,33,3.48,10,0,0,3
1959,com,9,112,5,7,0,5,54,2007,2,2,30,50,37,0.69,0,0,0,1
1960,com,5,0,0,0,0,0,37,2000,5,4,28,30,18,0.05,0,0,0,1
1961,com,7,0,0,0,0,0,31,2013,1,1,31,0,0,0,0,0,0,1
1962,com,6,0,0,0,0,0,20,2016,0,0,32,0,0,0,0,0,0,1
1963,com,10,1,0,0,0,0,77,1997,15,9,23,33100,14,0.35,480,0,0,4
1964,com,10,2063,24,44,32,23,60,2002,2,2,30,30,0,0,0,0,0,2
1965,com,4,0,1,3,1,1,33,2000,11,6,26,1300,6,0,30,0,0,5
1966,com,8,2,0,0,0,0,26,2003,7,5,27,0,0,0,0,0,0,1
1967,com,6,0,0,0,0,0,16,2003,9,5,27,0,0,0,0,0,0,1
1968,com,10,0,0,0,0,0,3,2003,5,5,27,210,81,0.21,10,0,0,1
1969,com,8,158,18,21,15,17,183,1999,8,6,26,27100,5,0.24,590,0,0,3
1970,com,8,3,0,0,0,0,143,2017,2,2,30,40,1,0,10,0,0,6
1971,com,13,0,0,0,0,0,12,2008,1,1,31,20,3,0,0,0,0,7
1972,com,10,3,0,0,0,0,17,2017,4,3,29,1300,3,0.13,10,0,0,4
1973,com,8,0,0,0,0,0,3,2016,2,2,30,390,10,0.94,10,0,0,1
1974,com,10,0,0,0,0,0,8,2014,2,1,31,1900,100,0.61,10,0,0,3
1975,com,10,110,10,24,7,10,139,2005,2,2,30,10,0,0,0,0,0,5
1976,com,24,1,0,0,0,0,27,2008,1,1,31,0,0,0,0,0,0,1
1977,com,5,14,0,0,0,0,17,2015,1,1,31,0,0,0,0,0,0,1
1978,com,27,0,0,0,0,0,12,2007,1,1,31,0,0,0,0,0,0,1
1979,com,15,0,0,0,0,0,14,2007,1,1,31,390,63,4.61,10,3,0,3
1980,com,25,0,0,0,0,0,14,2006,1,1,31,10,14,6.78,0,0,0,1
1981,com,15,0,0,0,0,0,11,2007,3,3,29,10,3,0,0,0,0,2
1982,com,7,0,0,0,0,0,5,2007,1,1,31,0,0,0,0,0,0,1
1983,com,11,3,1,1,0,1,38,2005,11,8,24,135000,0,0.28,2900,0,0,2
1984,com,14,36,5,5,7,5,72,2006,7,5,27,1000,83,0.76,20,0,0,2
1985,com,7,0,0,0,0,0,1,2014,4,3,29,0,0,0,0,0,0,1
1986,com,7,0,0,0,0,0,1,2014,3,3,29,0,0,0,0,0,0,2
1987,com,18,0,0,0,0,0,1,2014,2,3,29,0,0,0,0,0,0,1
1988,com,8,0,0,0,0,0,1,2014,1,1,31,0,0,0,0,0,0,3
1989,com,6,11,1,3,1,2,102,2003,13,10,22,450000,70,0.43,5400,0,0,2
1990,com,22,0,0,0,0,0,8,2012,1,1,31,0,0,0,0,0,0,2
1991,com,5,0,0,0,0,0,12,2009,3,3,29,70,1,0,0,6,0,12
1992,net,4,30,0,0,0,0,182,1997,205,31,1,550000,49,0.09,12100,0,0,1
1993,net,6,2,0,0,0,0,19,2013,19,6,26,170,6,0,10,0,0,1
1994,net,4,16,5,5,3,4,19,2009,29,12,20,2900,1,0,0,0,0,5
1995,com,12,1,0,0,0,0,14,2011,3,3,29,0,0,0,0,0,0,1
1996,com,6,17,5,7,3,5,126,2003,40,22,10,3600,1,0,50,0,0,3
1997,com,10,1,1,2,1,1,21,2015,4,1,31,0,0,0,0,0,0,4
1998,com,6,2,0,0,0,0,73,2000,31,17,15,2900,19,0.22,170,0,0,3
1999,net,12,13,5,5,0,5,96,1998,15,11,21,9900,2,0.17,480,0,0,1
2000,com,11,0,0,0,0,0,8,2008,1,1,31,0,0,0,0,0,0,1
2001,com,15,0,0,0,0,0,11,2009,3,3,29,320,24,25.83,0,0,0,1
2002,com,14,0,0,0,0,0,17,2003,2,2,30,2900,11,3.14,10,0,0,1
2003,com,9,0,0,0,0,0,17,2003,1,1,31,0,0,0,0,0,0,1
2004,com,16,2,0,0,0,0,73,2000,10,7,25,2900,5,0.94,20,0,0,2
2005,com,8,0,0,0,0,0,9,2007,3,3,29,110,15,0.12,10,0,0,10
2006,com,8,0,0,0,0,0,18,2007,1,1,31,0,0,0,0,0,0,4
2007,org,18,0,0,0,0,0,2,2010,2,2,30,0,0,0,0,0,0,1
2008,com,4,0,0,0,0,0,13,2006,1,1,31,0,0,0,0,0,0,6
2009,com,14,0,0,0,0,0,20,2012,3,3,29,0,0,0,0,0,0,8
2010,com,7,0,1,1,1,1,13,2002,10,7,25,5400,2,0.24,70,0,0,1
2011,com,17,0,0,0,0,0,1,2012,1,1,31,260,100,0.54,10,0,0,1
2012,com,11,0,0,0,0,0,9,2011,1,1,31,20,7,0.03,0,0,0,1
2013,com,14,0,0,0,0,0,8,2008,2,1,31,0,0,0,0,0,0,2
2014,com,10,19,5,9,2,3,83,2014,2,2,30,110000,0,0.56,2900,0,0,2
2015,com,7,0,0,0,0,0,12,2009,2,2,30,2900,1,0.15,10,0,0,1
2016,org,11,1874,94,1043,96,84,6,2017,18,14,18,320,4,0,10,0,0,1
2017,com,5,198,1,1,0,1,51,2004,4,4,28,390,1,0,10,0,0,3
2018,com,5,30,5,12,0,5,89,2013,14,10,22,3600,0,0,210,0,0,11
2019,com,12,37,4,4,3,4,28,2006,1,1,31,0,0,0,0,0,0,1
2020,com,6,0,0,0,0,0,33,1997,23,13,19,1000,0,1.08,10,0,0,2
2021,com,3,56464,13,93,0,14,99,1997,77,29,3,823000,7,0.18,12100,0,0,2
2022,com,21,35,1,1,49,1,106,2018,0,0,32,14800,46,2,210,0,0,1
2023,net,4,8,0,0,0,0,24,2014,15,7,25,30,0,0,0,0,0,2
2024,com,20,0,0,0,0,0,15,2017,1,1,31,0,0,0,0,0,0,3
2025,com,11,0,0,0,0,0,15,2013,3,2,30,70,6,0.1,0,0,0,1
2026,com,11,409,22,29,0,16,177,2000,2,2,30,0,0,0,0,0,0,5
2027,com,9,0,0,0,0,0,5,2018,1,1,31,0,0,0,0,0,0,2
2028,com,9,0,0,0,0,0,19,2005,1,1,31,590,77,0.19,10,0,0,3
2029,com,13,0,0,0,0,0,26,2008,1,1,31,1000,2,0.66,10,0,0,2
2030,com,4,0,0,0,0,0,27,2005,7,5,27,140,3,0.04,10,0,0,76
2031,com,3,0,0,0,0,0,13,2002,22,16,16,480,0,0,10,0,0,9
2032,com,14,24,0,0,0,0,10,2008,4,4,28,0,0,0,0,0,0,2
2033,com,6,16,0,0,0,0,15,2018,1,1,31,20,18,0,0,0,0,2
2034,com,14,0,0,0,0,0,13,2008,1,1,31,70,7,0,140,0,0,1
2035,com,15,0,0,0,0,0,10,2012,2,2,30,50,3,3.57,10,0,0,14
2036,com,10,3,0,0,0,0,42,2002,3,3,29,3600,0,0,210,0,0,8
2037,com,10,0,0,0,0,0,30,2016,0,0,32,0,0,0,0,0,0,1
2038,com,7,0,1,1,0,1,36,2000,4,4,28,12100,94,0.39,390,0,0,6
2039,com,9,1,0,0,0,0,20,2002,17,15,17,49500,55,0.76,12100,0,0,4
2040,com,13,1,0,0,0,0,6,2005,4,4,28,6600,23,1.32,30,0,0,4
2041,com,8,10,0,0,0,0,46,2003,2,2,30,30,7,0,0,0,0,1
2042,com,12,0,0,0,0,0,25,2000,2,2,30,590,48,0.89,10,0,0,2
2043,com,16,4,0,0,0,0,28,1999,4,4,28,5400,6,1.46,70,0,0,2
2044,net,6,1,0,0,0,0,27,1998,124,30,2,135000,14,0.04,2400,0,0,7
2045,com,11,0,0,0,0,0,52,2006,1,1,31,480,7,0.06,10,0,0,2
2046,com,15,0,0,0,0,0,27,2016,1,1,31,0,0,0,0,0,0,1
2047,com,5,0,0,0,0,0,7,2014,1,1,31,2400,7,0.39,260,0,0,1
2048,com,13,0,0,0,0,0,1,2018,1,1,31,0,0,0,0,0,0,3
2049,com,7,0,0,0,0,0,0,2018,1,1,31,0,0,0,0,0,0,1
2050,com,9,2701,32,1017,64,33,38,2014,0,0,32,0,0,0,0,0,0,1
2051,com,10,0,0,0,0,0,1,2018,1,1,31,0,0,0,0,0,0,8
2052,com,6,66,3,3,0,3,185,2014,14,11,21,5400,0,0.31,720,0,0,2
2053,com,9,0,0,0,0,0,6,2017,1,1,31,50,0,0,20,0,0,1
2054,com,7,39538,141,1225,54,124,316,2016,3,3,29,10,0,0,0,0,0,9
2055,com,11,0,0,0,0,0,17,2003,6,2,30,27100,3,0.11,20,0,0,6
2056,com,6,5,0,0,0,0,58,2012,7,7,25,170,0,0,10,0,0,9
2057,com,15,0,0,0,0,0,29,2009,1,1,31,70,81,6.51,0,0,0,11
2058,com,5,0,0,0,0,0,14,2010,2,2,30,50,0,0,0,0,0,1
2059,com,10,0,0,0,0,0,8,2011,2,2,30,880,18,0.21,90,0,0,2
2060,com,5,1449,10,62,12,11,32,2011,7,4,28,0,0,0,0,0,0,1
2061,com,3,1036,12,47,13,10,133,2000,19,12,20,0,0,0,0,0,0,1
2062,com,3,1,0,0,0,0,17,2004,10,7,25,0,0,0,0,0,0,1
2063,com,5,0,0,0,0,0,11,2013,14,8,24,0,0,0,0,0,0,1
2064,com,7,0,0,0,0,0,10,2013,10,7,25,0,0,0,0,0,0,1
2065,com,10,0,0,0,0,0,12,2012,24,11,21,40,4,0,0,0,0,3
2066,com,10,0,0,0,0,0,40,2006,3,2,30,33100,99,0.24,210,0,0,1
2067,com,6,4617331,8,311,8,8,56,2016,3,3,29,0,0,0,0,0,0,1
2068,com,10,7,3,3,1,2,69,2008,15,9,23,3600,8,2.54,110,0,0,2
2069,com,10,14,3,4,2,2,39,2004,42,26,6,1600,3,1.02,40,0,0,5
2070,net,8,26,4,142,5,4,43,2005,56,24,8,135000,52,2.59,4400,0,0,1
2071,com,10,3,0,0,0,0,14,2009,1,1,31,10,49,0,0,0,0,4
2072,com,13,3,0,0,0,0,63,2009,4,4,28,30,100,3.12,0,0,0,1
2073,net,10,0,0,0,0,0,38,1999,17,12,20,201000,21,0.69,880,0,0,1
2074,org,9,6,0,0,0,0,49,1999,47,23,9,823000,7,0.92,33100,0,0,3
2075,com,5,0,0,0,0,0,140,2000,7,7,25,90500,2,0.22,8100,0,0,6
2076,com,8,94,1,1,1,1,80,2011,4,4,28,22200,52,8.38,30,0,0,1
2077,com,15,4,0,0,0,0,35,2017,8,5,27,0,0,0,0,0,0,1
2078,org,12,2868,42,112,37,29,236,2002,39,22,10,165000,83,1.76,5400,0,0,7
2079,org,12,270,1,49,0,1,21,2013,9,7,25,90500,0,0.65,1300,0,0,1
2080,com,13,22,1,1,1,1,20,2007,4,4,28,0,0,0,0,0,0,2
2081,com,20,36,0,0,0,0,69,2009,12,9,23,1900,42,2.19,10,0,0,3
2082,com,6,4,0,0,0,0,63,2014,5,3,29,368000,8,0.48,6600,0,0,1
2083,com,18,2,0,0,0,0,84,2016,4,3,29,3600,71,2.56,10,0,0,1
2084,com,8,1,0,0,0,0,37,2003,14,11,21,60500,7,1.36,720,0,0,1
2085,com,9,10,0,0,0,0,11,2014,8,3,29,90500,21,4.61,74000,0,0,1
2086,com,11,8,0,0,0,0,13,2001,2,2,30,0,0,0,0,0,0,4
2087,net,10,1,0,0,0,0,10,2014,6,5,27,0,0,0,0,0,0,1
2088,net,9,0,0,0,0,0,7,2016,38,22,10,0,0,0,0,0,0,1
2089,org,6,3,2,2,2,2,19,1999,99,29,3,368000,4,1.79,8100,0,0,1
2090,org,11,0,0,0,0,0,19,2016,14,8,24,1830000,0,0.88,74000,0,0,1
2091,com,12,0,0,0,0,0,22,2003,3,3,29,22200,0,0,1000,0,0,2
2092,com,13,0,0,0,0,0,21,1999,6,5,27,49500,1,0.2,720,0,0,1
2093,com,5,1,0,0,0,0,35,2008,3,3,29,260,0,0,10,0,0,1
2094,com,7,5,0,0,0,0,106,2008,3,3,29,9900,3,0.99,90,0,0,3
2095,com,11,675,3,7,2,3,25,2008,3,3,29,10,21,0,0,0,0,1
2096,com,17,0,0,0,0,0,18,2003,2,2,30,3600,24,0.24,10,0,0,1
2097,com,17,665,9,100,9,12,95,2004,1,1,31,12100,42,0.19,10,0,0,1
2098,com,9,61,3,10,3,3,271,1995,23,15,17,50,0,0,0,0,4843,18
2099,com,4,0,0,0,0,0,1,2016,1,2,30,550000,0,0.43,33100,2,376,3
2100,com,4,9,0,0,0,0,44,2002,4,3,29,0,0,0,0,9,1867,6
2101,com,6,0,0,0,0,0,1,2016,1,1,31,0,0,0,0,2,0,2
2102,com,10,586,6,25,6,6,94,1997,6,6,26,74000,0,0.02,480,0,0,1
2103,com,14,0,0,0,0,0,18,2017,9,8,24,0,0,0,0,0,0,1
2104,com,7,706,64,117,67,55,129,1995,1,1,31,0,0,0,0,0,0,1
2105,com,14,7,0,0,0,0,17,2004,21,16,16,49500,100,1.83,480,0,0,1
2106,org,5,0,0,0,0,0,49,2003,46,20,12,33100,1,0.15,1000,0,0,2
2107,org,4,0,0,0,0,0,46,2002,133,29,3,33100,40,0.86,1000,0,0,3
2108,com,25,43,7,10,16,7,88,2000,3,2,30,6600,34,0.54,10,0,0,2
2109,com,9,5,2,2,2,2,46,1999,9,7,25,0,0,0,0,0,0,1
2110,com,9,0,0,0,0,0,38,2002,5,5,27,0,0,0,0,31,0,2
2111,com,18,0,0,0,0,0,26,2002,2,2,30,1900,82,1.52,10,4,0,3
2112,net,7,0,1,1,1,1,34,2001,45,23,9,60500,32,0.43,880,0,0,2
2113,org,12,0,0,0,0,0,17,2004,20,11,21,201000,100,1.54,320,0,0,1
2114,org,14,10,2,2,2,2,46,2009,29,19,13,14800,12,0.99,260,0,0,3
2115,net,13,1,2,3,3,3,22,2012,4,5,27,4400,19,2.54,10,0,329,1
2116,org,10,1,0,0,0,0,16,2017,24,15,17,18100,2,0.31,50,0,0,2
2117,org,9,0,0,0,0,0,32,2002,92,27,5,550000,80,0.33,3600,0,0,1
2118,net,9,0,0,0,0,0,17,2002,35,22,10,135000,100,1.63,880,0,0,4
2119,com,13,0,0,0,0,0,1,2017,2,1,31,0,0,0,0,9,1035,1
2120,com,7,0,0,0,0,0,1,2017,1,1,31,0,0,0,0,0,0,2
2121,com,6,0,0,0,0,0,0,2014,2,2,30,0,0,0,0,2,501,1
2122,com,9,0,0,0,0,0,1,2017,1,1,31,0,0,0,0,4,0,1
2123,com,12,31,6,6,6,6,190,1996,2,2,30,40,58,2.51,0,13,1429,1
2124,com,13,0,0,0,0,0,1,2013,1,1,31,0,0,0,0,2,1094,1
2125,com,17,430,17,18,17,17,166,2004,1,1,31,0,0,0,0,48,952,1
2126,com,12,0,0,0,0,0,11,2011,6,4,28,8100,2,2.19,40,4,3195,1
2127,com,14,33,13,151,11,11,75,2017,2,2,30,0,0,0,0,7,916,1
2128,com,8,0,0,0,0,0,8,2010,6,6,26,0,0,0,0,4,2986,2
2129,net,7,10325,69,8164,37,37,58,2011,4,4,28,0,0,0,0,1089,371,1
2130,com,19,6462,56,2281,47,49,36,2007,1,1,31,0,0,0,0,0,686,1
2131,com,16,119,2,5,2,2,92,2001,1,1,31,0,0,0,0,0,359,1
2132,com,7,0,0,0,0,0,9,2006,7,7,25,720,11,0.08,260,0,0,10
2133,com,25,13,3,4,3,3,28,2017,1,1,31,0,0,0,0,13,686,1
2134,com,10,5045,77,148,65,71,190,2008,12,9,23,720,1,0,10,0,1509,1
2135,org,12,5465,76,1601,73,76,184,2014,2,2,30,0,0,0,0,0,396,1
2136,com,7,9,2,2,2,2,67,2005,6,2,30,0,0,0,0,35,1720,1
2137,com,10,0,0,0,0,0,10,2011,1,1,31,0,0,0,0,0,1104,1
2138,com,6,1556,1,2,1,1,95,2010,6,3,29,0,0,0,0,11,1047,22
2139,org,10,0,0,0,0,0,8,2001,16,12,20,49500,1,7.57,590,0,1315,1
2140,com,16,68,1,1,1,1,66,2005,1,1,31,30,1,0,0,78,995,1
2141,com,9,5,0,0,0,0,17,2010,1,1,31,0,0,0,0,9,925,1
2142,com,7,0,0,0,0,0,9,2017,1,1,31,0,0,0,0,2,1158,1
2143,com,4,9,0,0,0,0,22,2000,11,8,24,0,0,0,0,7,3826,11
2144,com,14,52,8,10,8,8,43,2011,1,1,31,0,0,0,0,85,423,2
2145,com,11,0,0,0,0,0,8,2007,1,1,31,0,0,0,0,15,522,1
2146,com,12,2,0,0,0,0,11,2017,1,1,31,0,0,0,0,67,475,1
2147,com,4,1,0,0,0,0,14,2011,5,3,29,70,0,0,0,0,0,12
2148,com,4,198,1,1,1,1,20,2011,7,3,29,30,0,0,0,0,0,62
2149,com,9,473,2,3,2,2,27,2014,4,3,29,0,0,0,0,0,0,3
2150,com,11,4,0,0,0,0,41,2002,7,7,25,1000,0,0,10,0,0,1
2151,com,14,0,0,0,0,0,9,2017,1,1,31,0,0,0,0,465,471,2
2152,com,10,5310,83,187,81,85,71,2012,4,4,28,0,0,0,0,0,1030,18
2153,com,25,0,0,0,0,0,1,2012,1,1,31,0,0,0,10,9,0,1
2154,com,7,0,0,0,0,0,33,2016,2,2,30,14800,6,0.12,260,4,1276,1
2155,com,19,21491,51,3738,33,37,120,2009,1,1,31,110,0,0,10,26,910,1
2156,com,9,12,4,4,2,3,6,2015,1,1,31,0,0,0,0,70,549,1
2157,com,10,0,0,0,0,0,13,2007,1,1,31,170,73,14.71,10,2,1027,1
2158,com,16,28,2,3,2,2,32,2012,3,2,30,90,10,0.56,0,78,893,2
2159,com,7,0,0,0,0,0,1,2017,1,1,31,0,0,0,0,0,0,2
2160,com,15,0,0,0,0,0,50,2007,1,1,31,0,0,0,0,7,981,1
2161,com,13,0,0,0,0,0,1,2017,1,1,31,4400,56,0.83,3600,65,492,1
2162,com,5,3,0,0,0,0,3,2017,1,1,31,0,0,0,0,141,730,1
2163,com,8,5,0,0,0,0,1,2017,2,2,30,0,0,0,0,33,1355,1
2164,com,13,66,3,3,3,3,24,2013,1,1,31,0,0,0,0,37,1012,2
2165,com,8,8,0,0,0,0,56,2008,3,3,29,0,0,0,0,0,1856,3
2166,com,15,377,31,70,25,26,33,2012,1,1,31,0,0,0,0,59,833,3
2167,com,14,255,15,38,27,14,38,2004,1,1,31,170,52,1.37,10,0,0,5
2168,com,4,0,0,0,0,0,7,2005,2,3,29,70,0,0,0,5,0,5
2169,com,4,0,0,0,0,0,9,2007,5,3,29,90,0,0,0,6,0,88
2170,com,5,0,0,0,0,0,14,2007,3,3,29,390,4,0.01,90,8,0,26
2171,com,4,6,0,0,0,0,44,2003,31,12,20,1300,5,0,20,0,0,265
2172,com,3,2,0,0,0,0,36,2004,24,11,21,1600,1,0,390,143,0,228
2173,com,3,0,0,0,0,0,71,2004,16,11,21,880,1,0,20,30,0,148
2174,com,6,0,0,0,0,0,7,2012,2,2,30,0,0,0,0,7,0,13
2175,com,5,47,0,0,0,0,9,2005,17,7,25,170,1,0,0,21,0,199
2176,com,5,0,0,0,0,0,32,2007,12,5,27,90,1,0,10,7,0,75
2177,com,4,2,0,0,0,0,43,2004,16,13,19,880,1,0,0,21,0,30
2178,com,4,1,0,0,0,0,7,2007,3,2,30,10,5,0,10,4,0,10
2179,com,4,1,0,0,0,0,34,2004,19,8,24,2400,4,0.97,50,36,0,219
2180,com,4,6,1,1,0,1,7,2005,3,2,30,140,0,0,10,8,0,10
2181,com,4,4,0,0,0,0,7,2005,8,7,25,320,0,0.58,30,48,0,15
2182,com,4,7,0,0,0,0,9,2005,3,3,29,70,0,0,0,5,0,9
2183,com,4,4,0,0,0,0,8,2005,7,5,27,390,0,0,10,13,0,14
2184,com,4,2,0,0,0,0,8,2007,3,2,30,10,2,0,2400,3,0,13
2185,com,4,5,0,0,0,0,7,2007,3,2,30,10,0,0,590,2,0,11
2186,com,4,0,0,0,0,0,17,2009,3,3,29,260,2,0.61,10,6,0,12
2187,com,4,0,0,0,0,0,9,2007,3,3,29,10,0,0,0,2,0,9
2188,com,4,0,1,1,0,1,29,2004,9,5,27,1300,1,0,10,24,0,12
2189,com,4,0,0,0,0,0,7,2007,2,2,30,10,0,0,170,2,0,5
2190,com,4,2,0,0,0,0,13,2005,6,5,27,0,0,0,20,7,0,8
2191,com,4,2,0,0,0,0,11,2007,2,3,29,90,8,0,880,6,0,14
2192,com,4,1,0,0,0,0,17,2007,8,3,29,20,0,0,880,2,0,91
2193,net,3,8,0,0,0,0,17,2005,6,5,27,260,0,0,140,0,0,1
2194,net,3,124,1,1,1,1,21,2004,25,14,18,2900,2,0.49,40,3,0,1
2195,net,3,1,1,1,1,1,23,2004,21,14,18,8100,17,0.16,260,7,0,1
2196,net,4,6,1,1,1,1,18,2009,12,9,23,1300,0,0,10,0,0,6
2197,org,16,4,2,2,1,2,56,1998,7,6,26,590,33,0.06,30,0,0,1
2198,org,3,27,5,7,8,5,78,2005,67,28,4,1220000,1,1.69,110000,12,0,30
2199,org,4,0,1,1,0,1,13,2004,22,8,24,1300,2,0.19,40,7,0,2
2200,com,20,91,0,0,0,0,19,2016,1,1,31,720,30,0.36,10,0,0,1
2201,com,5,15,4,11,3,3,9,2012,4,4,28,170,0,0,140,5,0,8
2202,com,5,19,4,11,3,3,11,2012,4,3,29,70,1,0,10,5,0,7
2203,com,12,0,0,0,0,0,34,2016,3,3,29,22200,100,0.85,110,0,0,4
2204,com,5,15,4,11,3,3,7,2012,4,4,28,320,0,0,140,8,0,8
2205,com,5,1,0,0,0,0,15,2012,3,3,29,110,3,0,10,4,0,14
2206,com,11,20,4,4,4,4,107,1998,20,16,16,33100,86,0.63,390,0,0,2
2207,com,11,2,0,0,0,0,40,2009,2,2,30,1500000,3,1.18,33100,4,0,3
2208,com,15,0,0,0,0,0,10,2006,4,3,29,880,83,16.33,10,1,0,1
2209,com,10,0,0,0,0,0,10,2007,4,3,29,0,0,0,0,6,0,2
2210,com,12,0,0,0,0,0,7,2012,3,3,29,0,0,0,0,4,0,3
2211,com,4,0,0,0,0,0,87,2000,11,11,21,13600000,0,0.83,673000,798,0,26
2212,com,4,1,0,0,0,0,32,2004,29,11,21,3600,0,0.61,20,141,0,176
2213,com,5,19,0,0,0,0,15,2009,4,2,30,50,1,0,0,13,0,18
2214,com,5,0,0,0,0,0,52,2005,9,6,26,40500,3,1.22,0,4,0,4
2215,com,4,1,0,0,0,0,7,2007,7,3,29,0,0,0,0,3,0,96
2216,com,4,94,0,0,0,0,7,2007,7,3,29,0,0,0,0,5,0,101
2217,com,4,2,0,0,0,0,28,2007,8,2,30,9900,0,0,10,7,0,35
2218,com,5,0,0,0,0,0,14,2010,5,4,28,720,1,0,10,0,0,3
2219,com,4,1,0,0,0,0,6,2007,5,3,29,20,0,0,0,1,0,9
2220,com,4,0,0,0,0,0,9,2009,2,2,30,20,0,0,0,7,0,12
2221,com,4,4,0,0,0,0,13,2007,8,3,29,40,0,0,0,0,0,54
2222,com,4,2,0,0,0,0,8,2005,5,4,28,70,0,0,0,5,0,11
2223,com,4,16,0,0,0,0,14,2007,6,2,30,301000,4,0.23,165000,4,0,104
2224,net,3,0,0,0,0,0,18,2004,26,18,14,368000,34,0.78,9900,6,0,1
2225,net,4,0,0,0,0,0,28,2004,18,13,19,2400,1,1.24,40,4,0,2
2226,org,4,151,0,0,0,0,20,2005,32,11,21,3600,1,0,20,4,0,9
2227,com,22,0,0,0,0,0,35,2015,2,2,30,0,0,0,10,0,0,2
2228,com,5,1,0,0,0,0,7,2012,2,2,30,50,0,0,0,6,0,8
2229,com,7,0,0,0,0,0,8,2009,2,2,30,0,0,0,0,1,0,2
2230,com,7,3,0,0,0,0,8,2007,3,2,30,1830000,1,0.55,22200,0,0,1
2231,com,9,1,0,0,0,0,12,2007,5,5,27,33100,0,1.61,260,2,0,2
2232,com,5,0,0,0,0,0,11,2012,2,2,30,50,3,0,0,5,0,7
2233,com,5,0,0,0,0,0,8,2012,3,3,29,50,1,0,0,4,0,7
2234,com,12,3,0,0,0,0,8,2007,3,3,29,1300,70,1.33,10,1,0,1
2235,net,15,89,6,9,6,6,19,2013,3,3,29,110,2,0,0,13,385,1
2236,com,4,5,1,1,0,1,24,2000,11,10,22,170,0,0,10,12,0,19
2237,com,8,0,0,0,0,0,8,2008,2,2,30,10,5,0,0,0,0,2
2238,com,4,22,0,0,0,0,47,2007,7,3,29,40,0,0,0,6,0,59
2239,com,4,10,2,2,0,1,33,2007,5,2,30,0,0,0,0,3,0,33
2240,com,4,1,0,0,0,0,7,2007,8,4,28,20,0,0,0,3,0,99
2241,net,3,2,0,0,0,0,30,2005,29,15,17,12100,1,0.24,110,7,0,3
2242,net,4,1,0,0,0,0,6,2005,19,13,19,1600,0,0.06,20,78,0,2
2243,org,7,0,0,0,0,0,12,2006,22,16,16,1500000,31,13.52,60500,2,0,1
2244,com,6,3,0,0,0,0,9,2006,6,5,27,170,0,1.18,10,7,0,1
2245,com,8,1,0,0,0,0,22,2007,5,5,27,110,0,0,10,6,0,9
2246,com,17,2,0,0,0,0,17,2008,5,4,28,590,5,0.43,20,0,0,4
2247,com,10,354,3,839,2,2,5,2014,1,1,31,0,0,0,0,65,872,1
2248,com,4,3,0,0,0,0,9,2007,4,4,28,70,13,0.11,0,4,0,5
2249,com,14,3080,37,80,31,32,238,2009,2,1,31,20,2,0,0,0,1233,13
2250,com,7,0,0,0,0,0,1,2017,1,1,31,0,0,0,0,2,0,2
2251,com,14,9,2,3,2,2,29,2016,3,3,29,1600,11,0.25,10,1910,1267,2
2252,com,16,9,0,0,0,0,47,2001,3,2,30,70,8,2.44,0,4,2223,1
2253,com,12,0,0,0,0,0,12,2006,2,2,30,20,14,0,0,0,1412,1
